Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Num,Mix Block Num,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,0,19,aclnnMhcPreCmhc_MhcPreCmhcAiCore_MhcPreCmhc,MhcPreCmhc,dynamic,MIX_AIC,1784269986286818.319	,65.681,0,20,40,NO,"""2,128,4,256;32,1024;3;32;24,4,4""",DT_BF16;FLOAT;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND;ND,"""2,128,256;2,128,4;2,128,16;2,128,4;2,128,32;2,128,1;40,2,128,4;40,2,128,4,4""",DT_BF16;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND;ND;ND;ND;ND,0,30.711,1105612,0.16,0.005,11.495,0.374,0.312,0.01,1.615,0.053,0.369,0.012,0.142,57.029,4106054,3.98,0.07,28.31,0.496,8.567,0.15,7.189,0.126,0.017,38.965
