Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Num,Mix Block Num,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,0,35,aclnnMhcPreSinkhorn_MhcPreSinkhornAiCore_MhcPreSinkhorn,MhcPreSinkhorn,dynamic,MIX_AIC,1784275132457929.912	,133.263,0,20,40,NO,"""2,128,4,256;24,1024;3;24""",DT_BF16;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND,"""2,128,256;2,128,4;2,128,16;2,128,4;2,128,24;2,128,1;40,2,128,4;40,2,128,4,4""",DT_BF16;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND;ND;ND;ND;ND,0,31.63,1138664,0.162,0.005,13.941,0.441,0.312,0.01,1.195,0.038,0.367,0.012,0.134,120.408,8669381,33.106,0.275,58.882,0.489,11.455,0.095,77.591,0.644,0.011,19.779
