Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,27,3,0.020,1784275131997969.822	,1784275131997969.842	
0,MhcPreSinkhorn_bd8e37c67f2294e1437f03bb2bace96c_0,MIX_AIC,35,0,133.262,1784275132457929.912	,1784275132458063.175	
0,N/A,PROFILING_DISABLE,27,4,0.020,1784275132461326.040	,1784275132461326.060	
0,N/A,PLACE_HOLDER_SQE,27,5,0.000,1784275132461382.801	,1784275132461382.801	
