Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Num,Mix Block Num,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,0,35,MhcPreSinkhornBackward,MhcPreSinkhornBackward,dynamic,MIX_AIC,1784275521427536.889	,171.944,0,24,48,NO,"""2,128,256;2,128,4;2,128,4,4;2,128,4,256;24,1024;3;24;2,128,4;2,128,24;2,128,1;40,2,128,4;40,2,128,4,4""",DT_BF16;FLOAT;FLOAT;DT_BF16;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND,"""2,128,4,256;24,1024;3;24""",DT_BF16;FLOAT;FLOAT;FLOAT,ND;ND;ND;ND,0,48.59,2099093,0.209,0.004,13.659,0.281,0.358,0.007,0.86,0.018,1.667,0.034,0.218,50.827,4391427,3.329,0.065,13.38,0.263,22.702,0.447,3.268,0.064,0.074,28.259
