Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
14,N/A,PROFILING_ENABLE,49,3,0.020,1784274379669711.464	,1784274379669711.484	
14,MhcPreCmhcBackward_64d841920ba129554a004d5d277dd93c_0,MIX_AIC,45,0,183.883,1784274380116815.397	,1784274380116999.280	
14,N/A,PROFILING_DISABLE,49,4,0.020,1784274380119960.560	,1784274380119960.580	
14,N/A,PLACE_HOLDER_SQE,49,5,0.000,1784274380120017.141	,1784274380120017.141	
